"Variable Name","Schema System","Schema ID","BRICS DE PV","Schema DE Name","Schema PV","Schema PV ID"
"FAISLowLimbFuncWalkClumsyScale","NINDS","C12109","","Pending","",""
"CBIRProbBatheSelfFreqScore","NINDS","C11540","","Pending","",""
"BrAtNucCoerGloNeurTanglesInd","NINDS","C15063","","Pending","",""
"ECGConductnBlockInd","NINDS","C12830","","Pending","",""
"BiochemGenTestName","NINDS","C12241","","Pending","",""
"MAQUINAStandUpWalk3mTimeVal","NINDS","C11880","","Pending","",""
"FFQMarSpreButTypInd","NINDS","C09711","","Pending","",""
"MedctnDiscntIdiosyncSidEffTxt","NINDS","C18538","","Pending","",""
"MSSympsStblImprvngInd","NINDS","C16104","","Pending","",""
"PDMS2Stack8CubeScl","NINDS","C51436","","Pending","",""
"PDMS2Stack8CubeScl","NINDS","C51436","","Pending","",""
"TissSpecmnSectnQuantVolNormOTH","NINDS","C18832","","Pending","",""
"ASSISTOthrNonmedclSubUseFreq","NINDS","C07019","","Pending","",""
"GITherapyFeedFormulaDose","NINDS","C12216","","Pending","",""
"RFQCurntTakIbuBasedMedInd","NINDS","C10462","","Pending","",""
"PIMSBstSymptmSexScale","NINDS","C10220","","Pending","",""
"LOCFelHmwDoneNotGrdsInd","NINDS","C51600","","Pending","",""
"LOCFelHmwDoneNotGrdsInd","NINDS","C51600","","Pending","",""
"BrAtPonsNeurLossInd","NINDS","C15065","","Pending","",""
"PsychHistPsychoticDiagnosTxt","NINDS","C17487","","Pending","",""
"SF36HlthLmtCrryGrocryScore","NINDS","C08505","","Pending","",""
"SF36HlthLmtCrryGrocryScore","NINDS","C08505","","Pending","",""
"FAISUpLimbFuncFoodCutScale","NINDS","C12065","","Pending","",""
"BBSTotScore","NINDS","C14706","","Pending","",""
"NprscrCntrPschacDrgSbNarcTxt","NINDS","C17688","","Pending","",""
"RCM3FoodStpComeUpSourAcdcFreq","NINDS","C09415","","Pending","",""
"IQCODERecConversScale","NINDS","C13215","","Pending","",""
"RCADSSpecialThoughtStpBadScale","NINDS","C21557","","Pending","",""
"CongentlDeformSpcfyAntmicSite","NINDS","C19204","","Pending","",""
"OthrCardiacDisorderTyp","NINDS","C19174","","Pending","",""
"UPSurgRghtSTTendWristPerfmdInd","NINDS","C19103","","Pending","",""
"HgtUOM","NINDS","C01582","","Pending","",""
"PROMISTrblStpThghtBedtimeScale","NINDS","C20822","","Pending","",""
"MSQOLMemoryScale","NINDS","C14775","","Pending","",""
"StrAtrophyClaustrumAtrophyInd","NINDS","C17755","","Pending","",""
"RFQAgStrtRgSolderingPr1Val","NINDS","C17725","","Pending","",""
"CaregvrPrimryType","NINDS","C12605","","Pending","",""
"PDSSUrinateNightScale","NINDS","C17353","","Pending","",""
"PDMS2TurnBookPageScl","NINDS","C51484","","Pending","",""
"PDMS2TurnBookPageScl","NINDS","C51484","","Pending","",""
"GITherapyEstCaloricIntakeVal","NINDS","C12220","","Pending","",""
"FAISBodMoveRestlessLegsScale","NINDS","C12042","","Pending","",""
"CardioHistArrhythInd","NINDS","C17469","","Pending","",""
"AnlTnExamReslt","NINDS","C06241","","Pending","",""
"SWALQOLSwllwngProbImpttProbInd","NINDS","C10308","","Pending","",""
"AlcUseStrtAgeVal","NINDS","C00702","","Pending","",""
"GeneMutImpConMRNAAnlysisInd","NINDS","C12803","","Pending","",""
"CGBSGenStrainFactorMeanVal","NINDS","C11593","","Pending","",""
"HBIParRetFrgtflScale","NINDS","C07222","","Pending","",""
"LangPrimryOTH","NINDS","C18732","","Pending","",""
"RFQWrkOthrPesticd3645AgeTxt","NINDS","C09067","","Pending","",""
"CardArrestInd","NINDS","C05459","","Pending","",""
"MSQOLHlthWorryVrtyScale","NINDS","C14772","","Pending","",""
"ImgScannerManufOTH","NINDS","C18716","","Pending","",""
"BpApTyp2PredomFibPctVal","NINDS","C12527","","Pending","",""
"StdyDrugRetrnDateTime","NINDS","C02005","","Pending","",""
"SiblingRankTyp","NINDS","C08082","","Pending","",""
"TobcoCigaretSmokedDlyAvgNum","NINDS","C00709","","Pending","",""
"CESDPplDslikInd","NINDS","C07109","","Pending","",""
"PIMSBstSymptmSlfNegScale","NINDS","C10196","","Pending","",""
"TBIQOLHeadacheTScore","NINDS","C20570","","Pending","",""
"TBIQOLHeadacheTScore","NINDS","C20570","","Pending","",""
"NMOSpectDisorderOTH","NINDS","C19047","","Pending","",""
"Img1ThirdMCATerrInvolvInd","NINDS","C13774","","Pending","",""
"FFQOthCookdBrkfstCerllnd","NINDS","C09785","","Pending","",""
"RFQTknFelodipinePlendilRsn","NINDS","C08559","","Pending","",""
"TOMMT2Q45Score","NINDS","C20999","","Pending","",""
"SurgPostopAphasiaComplicTxt","NINDS","C18585","","Pending","",""
"FFQOrngJucCalcFortInd","NINDS","C09723","","Pending","",""
"TBISympOthrTxt","NINDS","C18400","","Pending","",""
"PDMS2ArmThrustScl","NINDS","C51306","","Pending","",""
"PDMS2ArmThrustScl","NINDS","C51306","","Pending","",""
"RAVLTTtlCorrectWordsNum","NINDS","C21477","","Pending","",""
"PARTOInternetComunictnNumScore","NINDS","C07360","","Pending","",""
"PARTOInternetComunictnNumScore","NINDS","C07360","","Pending","",""
"SDQ11HlpflSmnHurtScl","NINDS","C50086","","Pending","",""
"SDQ11HlpflSmnHurtScl","NINDS","C50086","","Pending","",""
"ReltvScndDegDeceasCt","NINDS","C16003","","Pending","",""
"QUIPDyskntcMedctnIncrsInd","NINDS","C17254","","Pending","",""
"DgnrtvSpinDisordSpcfyDiagName","NINDS","C19208","","Pending","",""
"ImPACTVisMotSpeedRCIExceedInd","NINDS","C21398","","Pending","",""
"RFQFarmRnchExposCrop2635AgeTxt","NINDS","C08960","","Pending","",""
"InBhvQsAdlstVerPrUndInd","NINDS","C50649","","Pending","",""
"InBhvQsAdlstVerPrUndInd","NINDS","C50649","","Pending","",""
"NHANESCSQCheSysHeadColdInd","NINDS","C50728","","Pending","",""
"NHANESCSQCheSysHeadColdInd","NINDS","C50728","","Pending","",""
"CBIRDifficultyDressSelfFreqScr","NINDS","C11538","","Pending","",""
"RFQUseTrichloroethylenePERCInd","NINDS","C08758","","Pending","",""
"TOMMRetentionTQ12Score","NINDS","C21030","","Pending","",""
"GivenBirthFartheredChildInd","NINDS","C16167","","Pending","",""
"InjDateTime","NINDS","C05400","","Pending","",""
"InjDateTime","NINDS","C05400","","Pending","",""
"EEGIctalOtherSignTyp","NINDS","C14618","","Pending","",""
"ASSISTInhalantFailFreq","NINDS","C07044","","Pending","",""
"GOSETrvlWoutAsstInd","NINDS","C18426","","Pending","",""
"TherapBrainStimPlacemtVerifOTH","NINDS","C18923","","Pending","",""
"SDQ11KndYngChldScl","NINDS","C50096","","Pending","",""
"SDQ11KndYngChldScl","NINDS","C50096","","Pending","",""
"HlmQNauseaHdchFreq","NINDS","C17018","","Pending","",""
"PDQUALIFTravelImportScale","NINDS","C17380","","Pending","",""
"ImgPstInjMgtTyp","NINDS","C08251","","Pending","",""
"CardiovHltExamAtrDysrhytEpsDur","NINDS","C17954","","Pending","",""
"FAISSpSwalTalkStranNerScale","NINDS","C12057","","Pending","",""
"FALngthGAARptAll1Mes","NINDS","C10512","","Pending","",""
"MPAI4DizScale","NINDS","C07279","","Pending","",""
"RFQYrNtRegTkCCBMedctnInd","NINDS","C08570","","Pending","",""
"PDMS2Walk10FeetSecondsDur","NINDS","C51335","","Pending","",""
"PDMS2Walk10FeetSecondsDur","NINDS","C51335","","Pending","",""
"NMSSSleepFatgTotalScore","NINDS","C10085","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"BrAtBraakBraakNeurofibStage","NINDS","C08166","","Pending","",""
"PedsQLUnderstoodPainScl","NINDS","C50504","","Pending","",""
"PedsQLUnderstoodPainScl","NINDS","C50504","","Pending","",""
"CntryOfOriginPaternalISOCode","NINDS","C11138","","Pending","",""
"QoLStgmIllnssStrngStareRcntScl","NINDS","C21304","","Pending","",""
"ACERAntrogrdMemryScore","NINDS","C09273","","Pending","",""
"SCUAddmittanceInd","NINDS","C19166","","Pending","",""
"RFQAge4655ResHxResZipCdNum","NINDS","C08704","","Pending","",""
"ImgMorphmetAnlsysTyp","NINDS","C15619","","Pending","",""
"ImgVessAngioCollatStatAntOTH","NINDS","C18891","","Pending","",""
"HMQHdachSevRedScale","NINDS","C17147","","Pending","",""
"NIHSSSupInterventPresentTyp","NINDS","C13246","","Pending","",""
"PolysmngrphyETCO2AwakeVal","NINDS","C12453","","Pending","",""
"RULITDelaydMemErrPctVal","NINDS","C51567","","Pending","",""
"InjDateTimeEstTyp","NINDS","C05403","","Pending","",""
"ELQRCSuddenLaughEpisdScore","NINDS","C11702","","Pending","",""
"PDMS2LegThrustScl","NINDS","C51304","","Pending","",""
"PDMS2LegThrustScl","NINDS","C51304","","Pending","",""
"BVMTRDelayRecallRawScore","NINDS","C20464","","Pending","",""
"EpilepsySyndChildOnsetOTH","NINDS","C18952","","Pending","",""
"RFQWrkFungicdUse3645AgeInd","NINDS","C09038","","Pending","",""
"FFQSaltAddTablInd","NINDS","C09851","","Pending","",""
"PDQUALIFConstipScale","NINDS","C17369","","Pending","",""
"CESDRstlssSlpInd","NINDS","C07101","","Pending","",""
"PSQIDayDysfunctionSleepScl","NINDS","C20385","","Pending","",""
"DiagnosCertaintyPercentgRange","NINDS","C08010","","Pending","",""
"ImgNeoplasmStatusTyp","NINDS","C14041","","Pending","",""
"ProcedurePerformTime","NINDS","C18145","","Pending","",""
"EEGInterictalEpilepAntmicOTH","NINDS","C18967","","Pending","",""
"PDNMSUnexplainedChangWeightInd","NINDS","C17326","","Pending","",""
"ARICTIAStrokeSudDizzNumInd","NINDS","C13444","","Pending","",""
"MAQUINAArmPedalTimeVal","NINDS","C11878","","Pending","",""
"PDMS2WlkLnBkwd5StpHndHipScl","NINDS","C51380","","Pending","",""
"PDMS2WlkLnBkwd5StpHndHipScl","NINDS","C51380","","Pending","",""
"EpidurHematmaFindTyp","NINDS","C02426","","Pending","",""
"EchoRtVentDWallThickZScore","NINDS","C10773","","Pending","",""
"OthrPathlgyIschmcVasclrDisTxt","NINDS","C17400","","Pending","",""
"ASCOCardioembGrade","NINDS","C14232","","Pending","",""
"RFQOthrWrkPstcdExpos5665AgeInd","NINDS","C09140","","Pending","",""
"NeuromuscularExamSegmentTyp","NINDS","C11019","","Pending","",""
"SCAREDFrPssOutScl","NINDS","C50005","","Pending","",""
"SCAREDFrPssOutScl","NINDS","C50005","","Pending","",""
"PDDOCMERQRegUseOthrNSAIDInd","NINDS","C10271","","Pending","",""
"FmlyHistRelTypBioSamRepCt","NINDS","C14947","","Pending","",""
"FullBioBrothersNum","NINDS","C08079","","Pending","",""
"SOGSArgPplAbtHndlMoneyInd","NINDS","C10446","","Pending","",""
"BldrFuncDtrsrLekPntPressrVal","NINDS","C06262","","Pending","",""
"SurgIntraopCortStimMapInd","NINDS","C14367","","Pending","",""
"UPSurgRghtOsteoRadiusPerfmdInd","NINDS","C19113","","Pending","",""
"ECGLftAntHemiBlkInd","NINDS","C12836","","Pending","",""
"MilRnkCat","NINDS","C00220","","Pending","",""
"NprscrbContrPschacDrgSbMrjTxt","NINDS","C17683","","Pending","",""
"PedsQLDoctorVisitPainScl","NINDS","C50530","","Pending","",""
"PedsQLDoctorVisitPainScl","NINDS","C50530","","Pending","",""
"SMFQTotalScore","NINDS","C50739","","Pending","",""
"SMFQTotalScore","NINDS","C50739","","Pending","",""
"RFQTreatmtHtnCVHdachRIssInd","NINDS","C08555","","Pending","",""
"ImgShiftPresentInd","NINDS","C13845","","Pending","",""
"RaceUSAPatrnlCat","NINDS","C00032","","Pending","",""
"PregDelivMscrryTrmnatLstYrDate","NINDS","C12615","","Pending","",""
"PDMS2GraspScaleTotalRawScore","NINDS","C51260","","Pending","",""
"PDMS2GraspScaleTotalRawScore","NINDS","C51260","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"BlastInjCat","NINDS","C05439","","Pending","",""
"ALSSSTotlScoreVal","NINDS","C11973","","Pending","",""
"ARICTIASpchLossWstChgFaintInd","NINDS","C13352","","Pending","",""
"NeuromuExmCranlMuscleWeaknInd","NINDS","C11026","","Pending","",""
"CHATBldTowerBricksInd","NINDS","C13115","","Pending","",""
"MidlneShftSuprtentorialInd","NINDS","C02455","","Pending","",""
"IncomeBasicNeedsStatus","NINDS","C19287","","Pending","",""
"FacilityName","NINDS","C19127","","Pending","",""
"MedctnPriorConcmtntRespnsTxt","NINDS","C12691","","Pending","",""
"FAISBodMoveRepMoveRestlScale","NINDS","C12043","","Pending","",""
"FAISIsoHomeVisitInScale","NINDS","C12116","","Pending","",""
"SCOPACOGTotalCOGScoreVal","NINDS","C10388","","Pending","",""
"PedsQLPainRelActTxt","NINDS","C50498","","Pending","",""
"PedsQLPainRelActTxt","NINDS","C50498","","Pending","",""
"SF36HlthLimtBthDrssScore","NINDS","C08512","","Pending","",""
"SF36HlthLimtBthDrssScore","NINDS","C08512","","Pending","",""
"RFQTkDlzmCdmCtaDcrTzcDCDDXTRsn","NINDS","C08577","","Pending","",""
"EMSServiceHighestLevelTyp","NINDS","C14223","","Pending","",""
"PROMISSleepWasRefreshingScale","NINDS","C20812","","Pending","",""
"PDNMSApathySurroundingInd","NINDS","C17328","","Pending","",""
"RFQFarmRnchExpsAniml4655AgeInd","NINDS","C09075","","Pending","",""
"DEXARtArmLeanVal","NINDS","C12194","","Pending","",""
"MSQOLClmScale","NINDS","C14757","","Pending","",""
"MACEImmdtMemFormCScore","NINDS","C18472","","Pending","",""
"MDSUPDRSGlblSpontntyMvmntScore","NINDS","C10012","","Pending","",""
"ImgThalVolMeasr","NINDS","C15453","","Pending","",""
"ExtracranStenosisTyp","NINDS","C14001","","Pending","",""
"PROMISFeltEnviousOfOthsScale","NINDS","C20707","","Pending","",""
"RFQCurrentJobThrdDutyTxt","NINDS","C08606","","Pending","",""
"QoLConverstnFamiliarPplDiffScl","NINDS","C21228","","Pending","",""
"FAISLowLimbFuncWalkUnstScale","NINDS","C12096","","Pending","",""
"PDQUALIFFinancStrain7DaysScale","NINDS","C17392","","Pending","",""
"MicrobleedAntmicSite","NINDS","C13829","","Pending","",""
"MNAFoodIntkDeclnScore","NINDS","C10041","","Pending","",""
"FFQGrapfrutInd","NINDS","C09725","","Pending","",""
"VaccineHosznpInd","NINDS","C16189","","Pending","",""
"RFQAgStpRgWrkArdMtlDstFmPr3Val","NINDS","C17731","","Pending","",""
"TOMMT1Q5Score","NINDS","C20858","","Pending","",""
"BpApAtrphyHyptrphyFibShpTyp","NINDS","C12253","","Pending","",""
"WordDiscrimReslt","NINDS","C17260","","Pending","",""
"SOGSFamFrndGmblPrblmInd","NINDS","C10437","","Pending","",""
"QoLWorkAbilitySatisfactionScl","NINDS","C21286","","Pending","",""
"DEXARtLegLeanVal","NINDS","C12196","","Pending","",""
"FormulaFedInd","NINDS","C16182","","Pending","",""
"NMSSDfcltySleepFreqSevVal","NINDS","C10081","","Pending","",""
"MotorExamGloblAssmtTyp","NINDS","C14437","","Pending","",""
"RFQWrkCuCmpndUseBrth25AgeInd","NINDS","C08927","","Pending","",""
"VFSSPenetrationAspirationScale","NINDS","C10188","","Pending","",""
"TissSpcmnSctnQuantCtThrshldTyp","NINDS","C12291","","Pending","",""
"MSSSSolutnConsultFreq","NINDS","C14728","","Pending","",""
"MSSSSolutnConsultFreq","NINDS","C14728","","Pending","",""
"StrAtrophyHydroLatVentSevReslt","NINDS","C17765","","Pending","",""
"PedsQLExplainPainScl","NINDS","C50533","","Pending","",""
"PedsQLExplainPainScl","NINDS","C50533","","Pending","",""
"DevImpOthNewCompModNum","NINDS","C18576","","Pending","",""
"RFQBrthAg17ResHxFstRsPstUseInd","NINDS","C08669","","Pending","",""
"SurgPostopMedicComplicOTH","NINDS","C18926","","Pending","",""
"SpotSignTtlScore","NINDS","C13825","","Pending","",""
"ImPACTHxBrainSurgInd","NINDS","C21381","","Pending","",""
"RCM3PnDiscmfrtFreqBwlMvmntFreq","NINDS","C09425","","Pending","",""
"IQCODELearnNewMachineScale","NINDS","C13221","","Pending","",""
"ImgSTEAMMixDur","NINDS","C10938","","Pending","",""
"RFQCrrntlyUsingSlvntsDgrsrsInd","NINDS","C10469","","Pending","",""
"HMQTreatmtPnClncFreq","NINDS","C17112","","Pending","",""
"CASEGovtAgenPolicyProbScl","NINDS","C50443","","Pending","",""
"CASEGovtAgenPolicyProbScl","NINDS","C50443","","Pending","",""
"VHISjPtVoicProbLessOutgngFqScl","NINDS","C50125","","Pending","",""
"SymptomOnsetAgeVal","NINDS","C10500","","Pending","",""
"PolysomnPctSlpTmNoREMPctSpO2Vl","NINDS","C12442","","Pending","",""
"EpilepsyEtioSpecClassOTH","NINDS","C18928","","Pending","",""
"ChoreaAntmicSite","NINDS","C14953","","Pending","",""
"SWALQOLCurntMartlStatus","NINDS","C18104","","Pending","",""
"ARICTIAStrokeSudDizzSpDisInd","NINDS","C13441","","Pending","",""
"ImgPhasResltnPercentVal","NINDS","C10584","","Pending","",""
"PROMISFltGoodAbiDoForFrndScale","NINDS","C20748","","Pending","",""
"InBhvQsAdlstVerPrScInd","NINDS","C50662","","Pending","",""
"InBhvQsAdlstVerPrScInd","NINDS","C50662","","Pending","",""
"BPRSConceptualDisorgnztnScore","NINDS","C09593","","Pending","",""
"QoLLearnNewTaskDiffScl","NINDS","C21207","","Pending","",""
"LOCHrdChgFrndOpinInd","NINDS","C51590","","Pending","",""
"LOCHrdChgFrndOpinInd","NINDS","C51590","","Pending","",""
"DiseseStpsScale","NINDS","C14707","","Pending","",""
"InBhvQsPrtVerEnTlkInd","NINDS","C50634","","Pending","",""
"InBhvQsPrtVerEnTlkInd","NINDS","C50634","","Pending","",""
"CIS20RDoneLittleActScale","NINDS","C11647","","Pending","",""
"MFISMuScaleeWeakScore","NINDS","C11921","","Pending","",""
"BrAtNeLosFibAstroPonAntmicSite","NINDS","C15036","","Pending","",""
"SwDQLumpFdStckThrtMealScore","NINDS","C17234","","Pending","",""
"SCOPAAUTStrainHardStoolInd","NINDS","C10347","","Pending","",""
"SwDQCoughSwallwSldFdScore","NINDS","C17236","","Pending","",""
"SurgTherapuProcICD9CMCode","NINDS","C05129","","Pending","",""
"HMQFlshngLghtInd","NINDS","C17072","","Pending","",""
"RespOthAirwClrncMethUseOTH","NINDS","C18846","","Pending","",""
"RFQResHxAg5665RsdncZipCodeNum","NINDS","C08714","","Pending","",""
"MultipleBirthInd","NINDS","C15985","","Pending","",""
"EEGSupplementalRsn","NINDS","C17437","","Pending","",""
"SSQOLFoodSelfCareScale","NINDS","C13165","","Pending","",""
"EchcrdSpecDoppMyocrdPerfIdxNum","NINDS","C12884","","Pending","",""
"BDIIIGuiltyFeelingsScale","NINDS","C20425","","Pending","",""
"CaffLastConsumeDateTime","NINDS","C10822","","Pending","",""
"PregPriorHistInd","NINDS","C12614","","Pending","",""
"MotrNrnDisInd","NINDS","C08202","","Pending","",""
"FARSNEUprStbStncFtAprtTry2Dur","NINDS","C11787","","Pending","",""
"QABBCmplsvPurchsQrtrWageInd","NINDS","C10341","","Pending","",""
"CIS20RActvFeelScale","NINDS","C11632","","Pending","",""
"ARICTIAStrokeSpeLosScale","NINDS","C13339","","Pending","",""
"FFQPnchLemSprtDrnkSugIceTeaInd","NINDS","C09807","","Pending","",""
"IQCODEDateRecallScale","NINDS","C13217","","Pending","",""
"CHARTSFAcadmcProgrmWkHrVal","NINDS","C07121","","Pending","",""
"SCOPACOGDiceScore","NINDS","C10385","","Pending","",""
"NEIVFQUseDffcltyRdngScale","NINDS","C14818","","Pending","",""
"ExtrAxlHematmInd","NINDS","C02430","","Pending","",""
"BiochemGenTestResltVal","NINDS","C12242","","Pending","",""
"FFQTomSacInd","NINDS","C09734","","Pending","",""
"AdvEvntStdyIntrvntActTakenTyp","CDISC","AEACN","None","Pending","DOSE NOT CHANGED",""
"AdvEvntStdyIntrvntActTakenTyp","CDISC","AEACN","Study Intervention Interrupted","Pending","",""
"AdvEvntStdyIntrvntActTakenTyp","CDISC","AEACN","Study Intervention Discontinued","Pending","DRUG WITHDRAWN",""
"AdvEvntStdyIntrvntActTakenTyp","CDISC","AEACN","Study Intervention Modified","Pending","DRUG WITHDRAWN;DOSE REDUCED;DOSE INCREASED",""
"AdvEvntStdyIntrvntActTakenTyp","NINDS","C02300","","Pending","",""
"ImgEVStimulusTyp","NINDS","C15551","","Pending","",""
"SDQ11HdcheStmchchSckScl","NINDS","C50080","","Pending","",""
"SDQ11HdcheStmchchSckScl","NINDS","C50080","","Pending","",""
"RFQWgtAge25Val","NINDS","C08822","","Pending","",""
"MS1stCousinDiagTtlCt","NINDS","C17450","","Pending","",""
"RFQCurrentJobFrstDutyTxt","NINDS","C08604","","Pending","",""
"PhysicianSpecialtyTyp","NINDS","C17742","","Pending","",""
"PIMSStblSymptmFamRelatnScale","NINDS","C10198","","Pending","",""
"QoLStsfctnBadEpsdRcntAssmntScl","NINDS","C21263","","Pending","",""
"ICPDeviceOTH","NINDS","C18726","","Pending","",""
"ImPACTPCSSSadnessScore","NINDS","C21421","","Pending","",""
"PedsQLFIMEmoFnctngHlplsHplsScl","NINDS","C50315","","Pending","",""
"PedsQLFIMEmoFnctngHlplsHplsScl","NINDS","C50315","","Pending","",""
"TempSkinUOM","NINDS","C18024","","Pending","",""
"CHARTSFHmActAssstncInd","NINDS","C07114","","Pending","",""
"CGBSDisappointFactorMeanVal","NINDS","C11595","","Pending","",""
"MSVTFreeRecallPerVal","NINDS","C21582","","Pending","",""
"SwDQDffcltBrthSalivWindpeScore","NINDS","C17238","","Pending","",""
"PDMS2BttnUnbttn1BttnSpeedScl","NINDS","C51440","","Pending","",""
"PDMS2BttnUnbttn1BttnSpeedScl","NINDS","C51440","","Pending","",""
"ImPACTXOInterTotIncorrCt","NINDS","C21448","","Pending","",""
"InBhvQsAdlstVerPrLkFrInd","NINDS","C50652","","Pending","",""
"InBhvQsAdlstVerPrLkFrInd","NINDS","C50652","","Pending","",""
"ReltvScndDegUnknwnCt","NINDS","C16004","","Pending","",""
"PedsQLPPQChildPainColorTyp","NINDS","C50747","","Pending","",""
"PedsQLPPQChildPainColorTyp","NINDS","C50747","","Pending","",""
"ImgBrainStructureOTH","NINDS","C19006","","Pending","",""
"VHISjPtVcDfcltRstctPslLfFrqScl","NINDS","C50104","","Pending","",""
"FARSNeuExUprtStbltySitPostrScr","NINDS","C11785","","Pending","",""
"NEIVFQDiffcltyCrwdScale","NINDS","C14793","","Pending","",""
"HSSHouseMembHdacheAffScale","NINDS","C13495","","Pending","",""
"BrAtCerebralCortexNeurLossInd","NINDS","C15027","","Pending","",""
"BirthLocStateName","NINDS","C12611","","Pending","",""
"QoLClearTlphoneSpeechDiffScl","NINDS","C21230","","Pending","",""
"MDSUPDRSPainflOffStatDystnaScr","NINDS","C10037","","Pending","",""
"TissSpecmnIENFStatsOthrRptText","NINDS","C17908","","Pending","",""
"ACERRtrgradMemryUSAKllPsdntScr","NINDS","C18080","","Pending","",""
"UPDRSIntImpScale","NINDS","C09886","","Pending","",""
"SkiThermPressrUlcGrde","NINDS","C06356","","Pending","",""
"SpotSignMaxAttenScore","NINDS","C13824","","Pending","",""
"ImgFdopaBindRatTyp","NINDS","C08272","","Pending","",""
"MPAI4PainHeadachScale","NINDS","C07291","","Pending","",""
"BVMTRTrial2RawScore","NINDS","C20448","","Pending","",""
"FFQCantInd","NINDS","C09717","","Pending","",""
"RespIntrpPerVentCupLqdOTH","NINDS","C18845","","Pending","",""
"ImgDimensionOTH","NINDS","C18696","","Pending","",""
"InBhvQsPrtVerGtAlGnInd","NINDS","C50642","","Pending","",""
"InBhvQsPrtVerGtAlGnInd","NINDS","C50642","","Pending","",""
"MDSUPDRSPostureScore","NINDS","C10011","","Pending","",""
"FFQVitAInd","NINDS","C09653","","Pending","",""
"ELQCrySddnEpCtrlPrprtnScore","NINDS","C11682","","Pending","",""
"ESASAnxietyScale","NINDS","C11659","","Pending","",""
"SDQProsocialScore","NINDS","C51638","","Pending","",""
"SDQProsocialScore","NINDS","C51638","","Pending","",""
"RFQWrkQuatProdUse2635AgeInd","NINDS","C08977","","Pending","",""
"HosptlizatnNonSurgNum","NINDS","C17971","","Pending","",""
"BHSGiveUpNothingBttrPossInd","NINDS","C51870","","Pending","",""
"PDDOCMERQAge1120CntryLoc","NINDS","C10229","","Pending","",""
"TOMMT2Q34Score","NINDS","C20983","","Pending","",""
"ImgJuxCrtclLesnCt","NINDS","C15364","","Pending","",""
"OrthsisAFOTyp","NINDS","C12687","","Pending","",""
"QoLVerblCommnctnOrgnztnDiffScl","NINDS","C21229","","Pending","",""
"PROMISNothingLookForwardScale","NINDS","C20691","","Pending","",""
"PolysmnSpO2DropHrTtlSleepCt","NINDS","C12444","","Pending","",""
"CALSInterestScl","NINDS","C50330","","Pending","",""
"CALSInterestScl","NINDS","C50330","","Pending","",""
"GeneMutDetectedResltST","NINDS","C18873","","Pending","",""
"RFQWrkFungicdUse2635AgeInd","NINDS","C08981","","Pending","",""
"EchocrdLftVentEndDiastVolMeasr","NINDS","C12896","","Pending","",""
"ImPACTPCSSSensitiveLightScore","NINDS","C21418","","Pending","",""
"ASSISTHallucinogenConcernInd","NINDS","C07056","","Pending","",""
"SCOPAAUTImpotentFreqInd","NINDS","C10363","","Pending","",""
"EduPerfStatus","NINDS","C16186","","Pending","",""
"RFQWrkTrifluralinUse3645AgeInd","NINDS","C09035","","Pending","",""
"ImgPlaqResidualLumenReslt","NINDS","C13914","","Pending","",""
"InBhvQsAdlstVerPnshFrInd","NINDS","C50661","","Pending","",""
"InBhvQsAdlstVerPnshFrInd","NINDS","C50661","","Pending","",""
"QoLRegLesurActvtyAbltyCmpltScl","NINDS","C21166","","Pending","",""
"ArterialPPCO2Val","NINDS","C01559","","Pending","",""
"ESASDrowsinessScale","NINDS","C11660","","Pending","",""
"RFQHerbicdExposBrth25AgeFreq","NINDS","C08848","","Pending","",""
